,Unnamed: 0,Unnamed: 0.1,Participant,Trial,Drums,Tempo Ratio,pair,file_name,Liking,Connection,IOS,Difficulty,Pupil Size,Trial Length,LHIPA,Blinks,audioStart,audioEnd,Beat Variance,Recording Length,Calculated Length,File Length,Beat Mean,Bonding,120-080,120-113,120-120,diff,same,Age,Sex,Handedness,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Perceptual Ability
87,87,87,15,4,diff,120-080,J-A,videoStim/120-080_diff_J-A.mp4,86.2962963,58.33333333,63.42592593,56.11111111,5.063556446,6655,4.803334461,3,0,0,,0,0,0,,69.35185185,1,0,0,1,0,18,Male,Right,4.0,6.0,9.0,5.0,5.0,34.0
88,88,88,15,5,diff,120-113,M-J,videoStim/120-113_diff_M-J.mp4,39.44444444,33.7037037,50.23148148,62.68518519,4.348032575,6774,4.720638327,6,0,0,,0,0,0,,41.12654321,0,1,0,1,0,18,Male,Right,4.0,6.0,9.0,5.0,5.0,34.0
89,89,89,15,6,diff,120-120,A-J,videoStim/120-120_diff_A-J.mp4,79.90740741,85.64814815,96.52777778,6.111111111,4.50049082,6785,4.751761533,7,0,0,,0,0,0,,87.36111111,0,0,1,1,0,18,Male,Right,4.0,6.0,9.0,5.0,5.0,34.0
90,90,90,16,1,same,120-080,A-M,videoStim/120-080_same_A-M.mp4,51.2962963,72.59259259,36.11111111,2.87037037,3.239349099,5790,4.222739737,6,2519955,3749710,0.01494632,1229755,1229755,17145248,0.424389325,53.33333333,1,0,0,0,1,40,Female,Right,10.0,10.0,7.0,9.0,3.0,60.0
91,91,91,16,2,same,120-120,A-J,videoStim/120-120_same_A-J.mp4,51.2037037,63.33333333,39.81481481,5.277777778,3.067100269,7006,5.173292941,2,4987362,6214973,0.086252042,1227611,1227611,17145248,0.508708731,51.45061728,0,0,1,0,1,40,Female,Right,10.0,10.0,7.0,9.0,3.0,60.0
92,92,92,16,3,same,120-113,M-A,videoStim/120-113_same_M-A.mp4,51.01851852,56.11111111,31.94444444,14.44444444,3.156713603,7023,5.113861085,1,7232480,8458658,0.001705582,1226178,1226178,17145248,0.494032178,46.35802469,0,1,0,0,1,40,Female,Right,10.0,10.0,7.0,9.0,3.0,60.0
93,93,93,16,4,same,120-113,J-M,videoStim/120-113_same_J-M.mp4,58.33333333,60.64814815,37.73148148,8.055555556,3.074559112,7031,4.956567947,2,9364957,10600096,0.000445275,1235139,1235139,17145248,0.499761593,52.23765432,0,1,0,0,1,40,Female,Right,10.0,10.0,7.0,9.0,3.0,60.0
94,94,94,16,5,same,120-120,J-A,videoStim/120-120_same_J-A.mp4,55.37037037,60.37037037,34.49074074,6.111111111,3.043739593,7022,5.006308302,2,11319461,12550050,0.000364757,1230589,1230589,17145248,0.500187647,50.07716049,0,0,1,0,1,40,Female,Right,10.0,10.0,7.0,9.0,3.0,60.0
95,95,95,16,6,same,120-080,M-J,videoStim/120-080_same_M-J.mp4,60.27777778,59.35185185,35.87962963,4.722222222,3.124901297,6788,4.632996992,6,13186226,14412394,0.005592614,1226168,1226168,17145248,0.50159402,51.83641975,1,0,0,0,1,40,Female,Right,10.0,10.0,7.0,9.0,3.0,60.0
96,96,96,17,1,diff,120-080,J-M,videoStim/120-080_diff_J-M.mp4,73.42592593,42.96296296,18.98148148,27.03703704,3.732035319,6974,5.024952573,1,0,0,,0,0,0,,45.12345679,1,0,0,1,0,18,Female,Right,6.0,7.0,9.0,9.0,7.0,40.0
97,97,97,17,2,diff,120-120,A-M,videoStim/120-120_diff_A-M.mp4,66.66666667,36.2962963,34.72222222,4.814814815,3.819310202,6885,4.916417437,4,0,0,,0,0,0,,45.89506173,0,0,1,1,0,18,Female,Right,6.0,7.0,9.0,9.0,7.0,40.0
98,98,98,17,3,diff,120-113,M-A,videoStim/120-113_diff_M-A.mp4,47.87037037,48.98148148,25.0,54.07407407,4.089038178,7074,4.962874039,2,0,0,,0,0,0,,40.61728395,0,1,0,1,0,18,Female,Right,6.0,7.0,9.0,9.0,7.0,40.0
99,99,99,17,4,diff,120-113,A-J,videoStim/120-113_diff_A-J.mp4,44.62962963,43.7037037,30.55555556,45.46296296,3.715199431,6998,4.895272306,2,0,0,,0,0,0,,39.62962963,0,1,0,1,0,18,Female,Right,6.0,7.0,9.0,9.0,7.0,40.0
100,100,100,17,5,diff,120-080,J-A,videoStim/120-080_diff_J-A.mp4,48.24074074,47.40740741,52.31481481,39.16666667,3.586197975,7016,5.055474546,1,0,0,,0,0,0,,49.32098765,1,0,0,1,0,18,Female,Right,6.0,7.0,9.0,9.0,7.0,40.0
101,101,101,17,6,diff,120-120,M-J,videoStim/120-120_diff_M-J.mp4,46.85185185,42.59259259,45.83333333,44.72222222,4.034362904,6969,5.055468389,2,0,0,,0,0,0,,45.09259259,0,0,1,1,0,18,Female,Right,6.0,7.0,9.0,9.0,7.0,40.0
102,102,102,18,1,same,120-080,A-M,videoStim/120-080_same_A-M.mp4,53.05555556,49.44444444,13.88888889,0.0,3.610196518,6991,5.254460352,1,2876011,4105771,0.012606488,1229760,1229760,15433856,0.449674244,38.7962963,1,0,0,0,1,31,Male,Right,10.0,5.0,10.0,10.0,4.0,57.0
103,103,103,18,2,same,120-113,J-M,videoStim/120-113_same_J-M.mp4,52.40740741,48.7037037,15.27777778,7.87037037,3.292907578,7017,5.140123561,1,5720622,6950974,0.006498208,1230352,1230352,15433856,0.47792724,38.7962963,0,1,0,0,1,31,Male,Right,10.0,5.0,10.0,10.0,4.0,57.0
104,104,104,18,3,same,120-120,M-J,videoStim/120-120_same_M-J.mp4,56.66666667,50.18518519,15.0462963,0.37037037,3.399693324,6972,4.863124366,1,7751756,8977808,0.011158104,1226052,1226052,15433856,0.456262186,40.63271605,0,0,1,0,1,31,Male,Right,10.0,5.0,10.0,10.0,4.0,57.0
105,105,105,18,4,same,120-120,M-A,videoStim/120-120_same_M-A.mp4,57.31481481,53.05555556,14.58333333,2.407407407,3.489061563,7016,5.012721425,0,9711230,10937236,0.002908798,1226006,1226006,15433856,0.490006146,41.65123457,0,0,1,0,1,31,Male,Right,10.0,5.0,10.0,10.0,4.0,57.0
106,106,106,18,5,same,120-080,J-A,videoStim/120-080_same_J-A.mp4,56.57407407,51.57407407,14.81481481,2.12962963,3.432382918,4794,5.246566391,1,11612458,12842437,0.004889148,1229979,1229979,15433856,0.500379563,40.98765432,1,0,0,0,1,31,Male,Right,10.0,5.0,10.0,10.0,4.0,57.0
107,107,107,18,6,same,120-113,A-J,videoStim/120-113_same_A-J.mp4,56.48148148,54.07407407,16.43518519,8.425925926,3.17430098,6998,4.88192002,1,13542401,14769857,0.001994944,1227456,1227456,15433856,0.495648378,42.33024691,0,1,0,0,1,31,Male,Right,10.0,5.0,10.0,10.0,4.0,57.0
108,108,108,19,1,diff,120-080,M-A,videoStim/120-080_diff_M-A.mp4,57.31481481,83.42592593,100.0,33.7962963,4.661028372,6746,4.828366377,5,365473,1592080,0.001508272,1226607,1226607,12238208,0.500917749,80.24691358,1,0,0,1,0,19,Female,Right,4.0,8.0,3.0,10.0,6.0,37.0
109,109,109,19,2,diff,120-113,A-M,videoStim/120-113_diff_A-M.mp4,60.55555556,71.94444444,8.564814815,29.16666667,4.518175226,6731,4.797865899,6,2385285,3603065,0.001767811,1217780,1217780,12238208,0.49521436,47.02160494,0,1,0,1,0,19,Female,Right,4.0,8.0,3.0,10.0,6.0,37.0
110,110,110,19,3,diff,120-120,J-A,videoStim/120-120_diff_J-A.mp4,76.66666667,81.85185185,43.98148148,28.33333333,4.226028269,6363,4.514489494,8,4393117,5621361,0.002064994,1228244,1228244,12238208,0.49577741,67.5,0,0,1,1,0,19,Female,Right,4.0,8.0,3.0,10.0,6.0,37.0
111,111,111,19,4,diff,120-120,A-J,videoStim/120-120_diff_A-J.mp4,83.24074074,89.53703704,35.64814815,18.33333333,4.31190917,5732,4.36742327,14,6441942,7660152,0.001255076,1218210,1218210,12238208,0.49912052,69.47530864,0,0,1,1,0,19,Female,Right,4.0,8.0,3.0,10.0,6.0,37.0
112,112,112,19,5,diff,120-113,J-M,videoStim/120-113_diff_J-M.mp4,80.64814815,89.90740741,41.66666667,14.72222222,3.956828774,6066,4.654321382,9,8288272,9516928,0.000724568,1228656,1228656,12238208,0.49848343,70.74074074,0,1,0,1,0,19,Female,Right,4.0,8.0,3.0,10.0,6.0,37.0
113,113,113,19,6,diff,120-080,M-J,videoStim/120-080_diff_M-J.mp4,79.90740741,83.05555556,34.72222222,10.92592593,4.049125596,6850,4.877362543,4,10020348,11241600,0.001034084,1221252,1221252,12238208,0.500706658,65.89506173,1,0,0,1,0,19,Female,Right,4.0,8.0,3.0,10.0,6.0,37.0
114,114,114,20,1,same,120-080,A-J,videoStim/120-080_same_A-J.mp4,70.37037037,58.14814815,23.61111111,13.51851852,4.71527997,5510,3.898226585,16,0,0,,0,0,0,,50.70987654,1,0,0,0,1,18,Female,Right,7.0,5.0,9.0,9.0,8.0,50.0
115,115,115,20,2,same,120-113,M-J,videoStim/120-113_same_M-J.mp4,35.18518519,19.62962963,18.05555556,39.53703704,4.716592632,6702,4.903347855,7,0,0,,0,0,0,,24.29012346,0,1,0,0,1,18,Female,Right,7.0,5.0,9.0,9.0,8.0,50.0
116,116,116,20,3,same,120-120,A-M,videoStim/120-120_same_A-M.mp4,70.37037037,75.46296296,42.12962963,10.09259259,4.676146423,6034,4.307931116,20,0,0,,0,0,0,,62.65432099,0,0,1,0,1,18,Female,Right,7.0,5.0,9.0,9.0,8.0,50.0
117,117,117,20,4,same,120-080,J-A,videoStim/120-080_same_J-A.mp4,58.51851852,39.35185185,23.61111111,24.16666667,4.525473993,6772,4.926354163,11,0,0,,0,0,0,,40.49382716,1,0,0,0,1,18,Female,Right,7.0,5.0,9.0,9.0,8.0,50.0
118,118,118,20,5,same,120-120,M-A,videoStim/120-120_same_M-A.mp4,67.40740741,63.7962963,46.99074074,6.388888889,4.381705562,6381,4.753126914,19,0,0,,0,0,0,,59.39814815,0,0,1,0,1,18,Female,Right,7.0,5.0,9.0,9.0,8.0,50.0
119,119,119,20,6,same,120-113,J-M,videoStim/120-113_same_J-M.mp4,63.33333333,38.61111111,19.67592593,27.77777778,4.472519268,5474,3.852296238,14,0,0,,0,0,0,,40.54012346,0,1,0,0,1,18,Female,Right,7.0,5.0,9.0,9.0,8.0,50.0
120,120,120,21,1,diff,120-080,J-M,videoStim/120-080_diff_J-M.mp4,65.64814815,83.51851852,41.66666667,0.0,5.597522512,4892,3.528285044,32,1699264,2928845,0.014616313,1229581,1229581,13210144,0.438557531,63.61111111,1,0,0,1,0,18,Male,Right,7.0,6.0,5.0,9.0,7.0,43.0
121,121,121,21,2,diff,120-113,M-A,videoStim/120-113_diff_M-A.mp4,63.51851852,47.87037037,93.51851852,50.46296296,6.759771783,3611,2.664340848,17,3933126,5159848,0.024161196,1226722,1226722,13210144,0.290127223,68.30246914,0,1,0,1,0,18,Male,Right,7.0,6.0,5.0,9.0,7.0,43.0
122,122,122,21,3,diff,120-120,A-M,videoStim/120-120_diff_A-M.mp4,70.55555556,68.7962963,61.57407407,21.2962963,5.264515919,3890,2.917833848,27,5846460,7075802,0.026435067,1229342,1229342,13210144,0.503239744,66.97530864,0,0,1,1,0,18,Male,Right,7.0,6.0,5.0,9.0,7.0,43.0
123,123,123,21,4,diff,120-080,M-J,videoStim/120-080_diff_M-J.mp4,73.88888889,73.98148148,57.87037037,26.2037037,2.825003742,2906,2.076114166,17,7829208,9056129,0.025032539,1226921,1226921,13210144,0.413453819,68.58024691,1,0,0,1,0,18,Male,Right,7.0,6.0,5.0,9.0,7.0,43.0
124,124,124,21,5,diff,120-113,J-A,videoStim/120-113_diff_J-A.mp4,52.22222222,56.48148148,40.0462963,58.51851852,2.494796278,3674,2.803168714,15,9718152,10945210,0.013112324,1227058,1227058,13210144,0.46737601,49.58333333,0,1,0,1,0,18,Male,Right,7.0,6.0,5.0,9.0,7.0,43.0
125,125,125,21,6,diff,120-120,A-J,videoStim/120-120_diff_A-J.mp4,70.09259259,74.53703704,77.77777778,18.88888889,2.511410904,1532,3.109167336,13,11472821,12692525,0.007468138,1219704,1219704,13210144,0.476741231,74.13580247,0,0,1,1,0,18,Male,Right,7.0,6.0,5.0,9.0,7.0,43.0
126,126,126,22,1,same,120-080,M-A,videoStim/120-080_same_M-A.mp4,49.81481481,9.166666667,18.98148148,5.37037037,4.781736075,7115,5.188388105,0,0,0,,0,0,0,,25.98765432,1,0,0,0,1,18,Female,Right,3.0,8.0,10.0,8.0,4.0,32.0
127,127,127,22,2,same,120-113,J-M,videoStim/120-113_same_J-M.mp4,48.42592593,3.333333333,18.75,4.351851852,4.36887637,6970,4.978166961,2,0,0,,0,0,0,,23.50308642,0,1,0,0,1,18,Female,Right,3.0,8.0,10.0,8.0,4.0,32.0
128,128,128,22,3,same,120-120,A-J,videoStim/120-120_same_A-J.mp4,49.25925926,3.148148148,19.67592593,2.222222222,4.264627793,6954,4.877105393,3,0,0,,0,0,0,,24.02777778,0,0,1,0,1,18,Female,Right,3.0,8.0,10.0,8.0,4.0,32.0
129,129,129,22,4,same,120-113,M-J,videoStim/120-113_same_M-J.mp4,61.11111111,18.51851852,32.40740741,13.61111111,4.118787282,7022,5.099105789,1,0,0,,0,0,0,,37.34567901,0,1,0,0,1,18,Female,Right,3.0,8.0,10.0,8.0,4.0,32.0
130,130,130,22,5,same,120-120,A-M,videoStim/120-120_same_A-M.mp4,70.18518519,34.07407407,35.41666667,5.092592593,3.981300741,6941,5.11606604,3,0,0,,0,0,0,,46.55864198,0,0,1,0,1,18,Female,Right,3.0,8.0,10.0,8.0,4.0,32.0
131,131,131,22,6,same,120-080,J-A,videoStim/120-080_same_J-A.mp4,49.44444444,8.981481481,22.22222222,10.55555556,3.951144291,7057,5.122857694,0,0,0,,0,0,0,,26.88271605,1,0,0,0,1,18,Female,Right,3.0,8.0,10.0,8.0,4.0,32.0
132,132,132,23,1,diff,120-080,A-M,videoStim/120-080_diff_A-M.mp4,74.81481481,52.59259259,20.60185185,9.722222222,3.975706206,6650,4.870482736,9,0,0,,0,0,0,,49.33641975,1,0,0,1,0,20,Male,Right,7.0,6.0,9.0,9.0,3.0,50.0
133,133,133,23,2,diff,120-113,M-J,videoStim/120-113_diff_M-J.mp4,80.46296296,48.7962963,29.39814815,27.87037037,3.931532815,6808,4.800575774,6,0,0,,0,0,0,,52.88580247,0,1,0,1,0,20,Male,Right,7.0,6.0,9.0,9.0,3.0,50.0
134,134,134,23,3,diff,120-120,A-J,videoStim/120-120_diff_A-J.mp4,56.38888889,43.61111111,13.65740741,14.90740741,3.761674778,6690,4.891381601,9,0,0,,0,0,0,,37.88580247,0,0,1,1,0,20,Male,Right,7.0,6.0,9.0,9.0,3.0,50.0
135,135,135,23,4,diff,120-113,J-A,videoStim/120-113_diff_J-A.mp4,51.01851852,33.98148148,2.083333333,42.31481481,3.711381586,6915,4.90955873,4,0,0,,0,0,0,,29.02777778,0,1,0,1,0,20,Male,Right,7.0,6.0,9.0,9.0,3.0,50.0
136,136,136,23,5,diff,120-080,J-M,videoStim/120-080_diff_J-M.mp4,60.64814815,65.83333333,42.59259259,13.14814815,3.444676957,6707,4.852126069,6,0,0,,0,0,0,,56.35802469,1,0,0,1,0,20,Male,Right,7.0,6.0,9.0,9.0,3.0,50.0
137,137,137,23,6,diff,120-120,M-A,videoStim/120-120_diff_M-A.mp4,69.72222222,74.35185185,55.09259259,23.33333333,3.433430943,6659,4.969129355,8,0,0,,0,0,0,,66.38888889,0,0,1,1,0,20,Male,Right,7.0,6.0,9.0,9.0,3.0,50.0
138,138,138,24,1,same,120-113,M-J,videoStim/120-113_same_M-J.mp4,55.18518519,51.66666667,21.99074074,42.77777778,3.967083702,6711,4.680321337,10,1551403,1762498,0.00927366,211095,211095,16233120,0.255419501,42.94753086,0,1,0,0,1,21,Female,Right,8.0,6.0,6.0,5.0,9.0,32.0
139,139,139,24,2,same,120-120,M-A,videoStim/120-120_same_M-A.mp4,42.12962963,39.07407407,36.34259259,45.18518519,3.670123731,6678,4.852672765,13,1784140,2479763,0.014058135,695623,695623,16233120,0.310450794,39.18209877,0,0,1,0,1,21,Female,Right,8.0,6.0,6.0,5.0,9.0,32.0
140,140,140,24,3,same,120-080,A-M,videoStim/120-080_same_A-M.mp4,40.27777778,42.5,34.25925926,62.5,3.66869562,6912,4.956973833,4,3305391,4286994,0.029873674,981603,981603,16233120,0.375686959,39.01234568,1,0,0,0,1,21,Female,Right,8.0,6.0,6.0,5.0,9.0,32.0
141,141,141,24,4,same,120-120,A-J,videoStim/120-120_same_A-J.mp4,45.18518519,62.03703704,48.61111111,47.59259259,3.437112666,6874,4.926815586,5,5249103,6091993,0.015309855,842890,842890,16233120,0.297868481,51.94444444,0,0,1,0,1,21,Female,Right,8.0,6.0,6.0,5.0,9.0,32.0
142,142,142,24,5,same,120-080,J-M,videoStim/120-080_same_J-M.mp4,70.27777778,66.94444444,72.22222222,33.24074074,3.25555349,6853,4.92332605,3,6703070,7933342,0.018400744,1230272,1230272,16233120,0.364708088,69.81481481,1,0,0,0,1,21,Female,Right,8.0,6.0,6.0,5.0,9.0,32.0
143,143,143,24,6,same,120-113,J-A,videoStim/120-113_same_J-A.mp4,47.22222222,40.0,49.07407407,74.07407407,2.457515936,6847,4.863112883,4,8424720,9520634,0.013011698,1095914,1095914,16233120,0.285878618,45.43209877,0,1,0,0,1,21,Female,Right,8.0,6.0,6.0,5.0,9.0,32.0
144,144,144,25,1,diff,120-113,M-A,videoStim/120-113_diff_M-A.mp4,59.72222222,34.44444444,46.52777778,18.7962963,4.051527256,6555,4.709005912,15,1759590,2986754,0.001780605,1227164,1227164,12526752,0.509743721,46.89814815,0,1,0,1,0,18,Female,Right,6.0,6.0,6.0,6.0,9.0,38.0
145,145,145,25,2,diff,120-120,A-M,videoStim/120-120_diff_A-M.mp4,68.05555556,78.7962963,69.67592593,13.7037037,4.035208013,6711,4.725201052,10,4030670,5271116,0.000815796,1240446,1240446,12526752,0.5001221,72.17592593,0,0,1,1,0,18,Female,Right,6.0,6.0,6.0,6.0,9.0,38.0
146,146,146,25,3,diff,120-080,J-M,videoStim/120-080_diff_J-M.mp4,57.12962963,76.94444444,66.66666667,18.61111111,4.020879756,5694,4.056990773,8,5783841,7011841,0.000734004,1228000,1228000,12526752,0.501926292,66.91358025,1,0,0,1,0,18,Female,Right,6.0,6.0,6.0,6.0,9.0,38.0
147,147,147,25,4,diff,120-120,M-J,videoStim/120-120_diff_M-J.mp4,69.25925926,65.0,67.82407407,9.907407407,3.796809958,6527,4.699385171,16,7497977,8725482,0.001417104,1227505,1227505,12526752,0.499684318,67.36111111,0,0,1,1,0,18,Female,Right,6.0,6.0,6.0,6.0,9.0,38.0
