,Unnamed: 0,Unnamed: 0.1,Participant,Trial,Drums,Tempo Ratio,pair,file_name,Liking,Connection,IOS,Difficulty,Pupil Size,Trial Length,LHIPA,Blinks,audioStart,audioEnd,Beat Variance,Recording Length,Calculated Length,File Length,Beat Mean,Bonding,120-080,120-113,120-120,diff,same,Age,Sex,Handedness,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Perceptual Ability
0,0,0,1,1,diff,120-120,A-M,videoStim/120-120_diff_A-M.mp4,82.12962963,73.33333333,88.19444444,2.037037037,5.062227073,6452,4.413416965,17,0,0,,0,0,0,,81.2191358,0,0,1,1,0,18,Female,Right,9.0,8.0,6.0,9.0,10.0,46.0
1,1,1,1,2,diff,120-080,M-J,videoStim/120-080_diff_M-J.mp4,64.16666667,35.83333333,41.43518519,19.72222222,5.072254408,6463,4.674542068,16,0,0,,0,0,0,,47.14506173,1,0,0,1,0,18,Female,Right,9.0,8.0,6.0,9.0,10.0,46.0
2,2,2,1,3,diff,120-113,J-A,videoStim/120-113_diff_J-A.mp4,59.44444444,63.98148148,48.14814815,21.38888889,5.042205355,6364,4.333736311,15,0,0,,0,0,0,,57.19135802,0,1,0,1,0,18,Female,Right,9.0,8.0,6.0,9.0,10.0,46.0
3,3,3,1,4,diff,120-120,J-M,videoStim/120-120_diff_J-M.mp4,85.09259259,95.37037037,90.74074074,0.0,4.791098179,6040,4.40544557,21,0,0,,0,0,0,,90.40123457,0,0,1,1,0,18,Female,Right,9.0,8.0,6.0,9.0,10.0,46.0
4,4,4,1,5,diff,120-113,M-A,videoStim/120-113_diff_M-A.mp4,79.35185185,79.44444444,64.35185185,12.5,4.838195336,6037,4.430730969,17,0,0,,0,0,0,,74.38271605,0,1,0,1,0,18,Female,Right,9.0,8.0,6.0,9.0,10.0,46.0
5,5,5,1,6,diff,120-080,A-J,videoStim/120-080_diff_A-J.mp4,98.33333333,91.75925926,89.81481481,1.574074074,4.84321794,6100,4.537482317,21,0,0,,0,0,0,,93.30246914,1,0,0,1,0,18,Female,Right,9.0,8.0,6.0,9.0,10.0,46.0
6,6,6,2,1,same,120-120,M-A,videoStim/120-120_same_M-A.mp4,85.0,62.5,87.26851852,52.31481481,4.377911144,7041,5.12035417,0,2380791,3607355,0.000440289,1226564,1226564,14596064,0.498252485,78.25617284,0,0,1,0,1,18,Female,Right,6.0,7.0,6.0,7.0,5.0,45.0
7,7,7,2,2,same,120-080,J-M,videoStim/120-080_same_J-M.mp4,53.98148148,56.94444444,54.16666667,44.35185185,4.283911635,7024,5.15124569,0,4517534,5729007,0.000603722,1211473,1211473,14596064,0.499771547,55.0308642,1,0,0,0,1,18,Female,Right,6.0,7.0,6.0,7.0,5.0,45.0
8,8,8,2,3,same,120-113,M-J,videoStim/120-113_same_M-J.mp4,26.66666667,23.24074074,23.14814815,63.61111111,3.772560957,6950,4.889107523,1,6266198,7492183,0.107787835,1225985,1225985,14596064,0.583560838,24.35185185,0,1,0,0,1,18,Female,Right,6.0,7.0,6.0,7.0,5.0,45.0
9,9,9,2,4,same,120-080,J-A,videoStim/120-080_same_J-A.mp4,71.01851852,77.22222222,86.80555556,34.53703704,3.987351833,7007,5.189577392,0,7963281,9176961,0.000760693,1213680,1213680,14596064,0.498799026,78.34876543,1,0,0,0,1,18,Female,Right,6.0,7.0,6.0,7.0,5.0,45.0
10,10,10,2,5,same,120-120,A-J,videoStim/120-120_same_A-J.mp4,57.77777778,60.74074074,59.25925926,40.64814815,5.469895105,6642,4.729299633,6,10426190,11653370,0.000631864,1227180,1227180,14596064,0.497601458,59.25925926,0,0,1,0,1,18,Female,Right,6.0,7.0,6.0,7.0,5.0,45.0
11,11,11,2,6,same,120-113,A-M,videoStim/120-113_same_A-M.mp4,70.55555556,69.35185185,84.49074074,39.35185185,4.962983391,6870,4.820238731,5,12207478,13424834,0.009383528,1217356,1217356,14596064,0.509086553,74.79938272,0,1,0,0,1,18,Female,Right,6.0,7.0,6.0,7.0,5.0,45.0
12,12,12,3,1,diff,120-120,M-A,videoStim/120-120_diff_M-A.mp4,68.88888889,29.72222222,14.12037037,5.740740741,4.741203371,6970,5.128302014,2,4791325,6017043,0.006634972,1225718,1225718,15211840,0.475594428,37.57716049,0,0,1,1,0,18,Female,Right,7.0,4.0,4.0,5.0,8.0,35.0
13,13,13,3,2,diff,120-080,A-M,videoStim/120-080_diff_A-M.mp4,52.31481481,32.22222222,11.34259259,19.62962963,4.816042214,7017,4.976780431,1,6913213,8155707,0.012634538,1242494,1242494,15211840,0.444825247,31.95987654,1,0,0,1,0,18,Female,Right,7.0,4.0,4.0,5.0,8.0,35.0
14,14,14,3,3,diff,120-113,A-J,videoStim/120-113_diff_A-J.mp4,55.0,41.66666667,12.26851852,23.42592593,4.865407539,7080,5.24792352,1,8959447,10178179,0.010833001,1218732,1218732,15211840,0.462037742,36.3117284,0,1,0,1,0,18,Female,Right,7.0,4.0,4.0,5.0,8.0,35.0
15,15,15,3,4,diff,120-080,J-A,videoStim/120-080_diff_J-A.mp4,51.2037037,34.25925926,4.166666667,12.87037037,4.833628783,6895,5.101671986,4,10992259,12215448,0.017789805,1223189,1223189,15211840,0.405059209,29.87654321,1,0,0,1,0,18,Female,Right,7.0,4.0,4.0,5.0,8.0,35.0
16,16,16,3,5,diff,120-113,J-M,videoStim/120-113_diff_J-M.mp4,40.37037037,32.40740741,0.0,31.48148148,4.773915085,6955,5.004609819,2,12765288,13992181,0.00945073,1226893,1226893,15211840,0.461667334,24.25925926,0,1,0,1,0,18,Female,Right,7.0,4.0,4.0,5.0,8.0,35.0
17,17,17,3,6,diff,120-120,M-J,videoStim/120-120_diff_M-J.mp4,48.7962963,33.88888889,0.694444444,27.03703704,4.75041943,6983,5.229301615,1,14624176,14634180,0.017253321,10004,10004,15211840,0.185759637,27.79320988,0,0,1,1,0,18,Female,Right,7.0,4.0,4.0,5.0,8.0,35.0
18,18,18,4,1,same,120-120,J-A,videoStim/120-120_same_J-A.mp4,89.16666667,93.05555556,69.44444444,7.037037037,4.159546671,6649,4.726633814,13,2438864,3667295,0.003806604,1228431,1228431,15421248,0.49218011,83.88888889,0,0,1,0,1,18,Male,Right,8.0,6.0,9.0,9.0,5.0,43.0
19,19,19,4,2,same,120-080,A-M,videoStim/120-080_same_A-M.mp4,86.48148148,83.42592593,67.12962963,21.01851852,4.649808633,5647,4.122715226,18,4982982,6210061,0.002442167,1227079,1227079,15421248,0.491629767,79.01234568,1,0,0,0,1,18,Male,Right,8.0,6.0,9.0,9.0,5.0,43.0
20,20,20,4,3,same,120-113,J-M,videoStim/120-113_same_J-M.mp4,72.96296296,41.75925926,41.43518519,44.35185185,4.394719208,6288,4.575007066,12,7010500,8233961,0.000964472,1223461,1223461,15421248,0.499761593,52.05246914,0,1,0,0,1,18,Male,Right,8.0,6.0,9.0,9.0,5.0,43.0
21,21,21,4,4,same,120-113,M-A,videoStim/120-113_same_M-A.mp4,44.81481481,34.16666667,37.03703704,73.24074074,4.279908193,6396,4.573707269,15,9047503,10273719,0.031637097,1226216,1226216,15421248,0.421019178,38.67283951,0,1,0,0,1,18,Male,Right,8.0,6.0,9.0,9.0,5.0,43.0
22,22,22,4,5,same,120-120,M-J,videoStim/120-120_same_M-J.mp4,58.61111111,69.62962963,62.26851852,40.46296296,4.224755635,5888,4.426035049,21,10994175,12209469,0.022278906,1215294,1215294,15421248,0.361457294,63.50308642,0,0,1,0,1,18,Male,Right,8.0,6.0,9.0,9.0,5.0,43.0
23,23,23,4,6,same,120-080,A-J,videoStim/120-080_same_A-J.mp4,61.01851852,62.31481481,56.25,25.46296296,4.225837174,6377,4.560555956,21,12920553,14143392,0.024503304,1222839,1222839,15421248,0.50146581,59.86111111,1,0,0,0,1,18,Male,Right,8.0,6.0,9.0,9.0,5.0,43.0
24,24,24,5,1,diff,120-120,M-A,videoStim/120-120_diff_M-A.mp4,49.90740741,15.46296296,18.75,74.53703704,4.41625193,6926,5.104567037,0,3066945,4283512,0.019050542,1216567,1216567,22151584,0.367096426,28.04012346,0,0,1,1,0,19,Male,Right,6.0,6.0,4.0,4.0,7.0,41.0
25,25,25,5,2,diff,120-080,A-M,videoStim/120-080_diff_A-M.mp4,48.98148148,29.81481481,30.32407407,27.59259259,3.090800746,6873,4.922056415,3,5324818,6550534,0.058614648,1225716,1225716,22151584,0.535734624,36.37345679,1,0,0,1,0,19,Male,Right,6.0,6.0,4.0,4.0,7.0,41.0
26,26,26,5,3,diff,120-113,M-J,videoStim/120-113_diff_M-J.mp4,45.83333333,24.35185185,27.31481481,26.94444444,2.925398864,7004,5.101685213,0,7751607,8972688,0.027956987,1221081,1221081,22151584,0.483644461,32.5,0,1,0,1,0,19,Male,Right,6.0,6.0,4.0,4.0,7.0,41.0
27,27,27,5,4,diff,120-113,J-A,videoStim/120-113_diff_J-A.mp4,46.48148148,20.27777778,34.49074074,25.27777778,2.892994832,7008,5.027167252,0,9961669,11186976,0.046825506,1225307,1225307,22151584,0.523001836,33.75,0,1,0,1,0,19,Male,Right,6.0,6.0,4.0,4.0,7.0,41.0
28,28,28,5,5,diff,120-080,J-M,videoStim/120-080_diff_J-M.mp4,22.59259259,28.24074074,26.85185185,19.35185185,4.049758606,6966,4.989773539,0,12115596,13343585,0.045640481,1227989,1227989,22151584,0.543811338,25.89506173,1,0,0,1,0,19,Male,Right,6.0,6.0,4.0,4.0,7.0,41.0
29,29,29,5,6,diff,120-120,A-J,videoStim/120-120_diff_A-J.mp4,57.5,61.75925926,46.52777778,19.35185185,3.216228021,6965,4.803295002,0,14295540,15508311,0.028946096,1212771,1212771,22151584,0.522681179,55.26234568,0,0,1,1,0,19,Male,Right,6.0,6.0,4.0,4.0,7.0,41.0
30,30,30,6,1,same,120-120,J-A,videoStim/120-120_same_J-A.mp4,48.14814815,53.42592593,21.52777778,0.0,3.708087915,6411,4.677808866,19,796943,2027245,0.004894757,1230302,1230302,11486528,0.486591616,41.03395062,0,0,1,0,1,18,Female,Right,7.0,5.0,5.0,8.0,9.0,43.0
31,31,31,6,2,same,120-113,M-A,videoStim/120-113_same_M-A.mp4,48.14814815,49.07407407,18.28703704,11.01851852,3.921847926,6477,4.601021286,17,2867886,4094010,0.028795212,1226124,1226124,11486528,0.500073387,38.50308642,0,1,0,0,1,18,Female,Right,7.0,5.0,5.0,8.0,9.0,43.0
32,32,32,6,3,same,120-080,A-J,videoStim/120-080_same_A-J.mp4,50.37037037,51.48148148,21.06481481,2.592592593,3.944321291,6356,4.755869037,20,4738595,5965805,0.004337658,1227210,1227210,11486528,0.486985776,40.97222222,1,0,0,0,1,18,Female,Right,7.0,5.0,5.0,8.0,9.0,43.0
33,33,33,6,4,same,120-120,J-M,videoStim/120-120_same_J-M.mp4,52.12962963,49.62962963,18.51851852,1.574074074,3.793772366,5523,3.908151023,20,6475858,7715417,0.013161679,1239559,1239559,11486528,0.451184485,40.09259259,0,0,1,0,1,18,Female,Right,7.0,5.0,5.0,8.0,9.0,43.0
34,34,34,6,5,same,120-080,A-M,videoStim/120-080_same_A-M.mp4,47.31481481,46.75925926,18.98148148,5.0,3.884849794,6210,4.597338157,21,8191853,9421574,0.01573657,1229721,1229721,11486528,0.435097722,37.68518519,1,0,0,0,1,18,Female,Right,7.0,5.0,5.0,8.0,9.0,43.0
35,35,35,6,6,same,120-113,M-J,videoStim/120-113_same_M-J.mp4,51.94444444,50.46296296,24.53703704,5.740740741,3.461319134,5990,4.233703765,19,9896552,11122933,0.016349048,1226381,1226381,11486528,0.447672854,42.31481481,0,1,0,0,1,18,Female,Right,7.0,5.0,5.0,8.0,9.0,43.0
36,36,36,7,1,diff,120-120,J-A,videoStim/120-120_diff_J-A.mp4,57.96296296,49.25925926,37.5,0.648148148,4.656582653,6595,4.706105263,7,2414180,3633052,0.019020168,1218872,1218872,19202720,0.360755057,48.24074074,0,0,1,1,0,19,Female,Right,6.0,3.0,6.0,6.0,7.0,43.0
37,37,37,7,2,diff,120-113,M-J,videoStim/120-113_diff_M-J.mp4,49.44444444,39.53703704,21.75925926,32.22222222,4.671324212,6876,5.04064414,4,4569893,5791011,0.016664649,1221118,1221118,19202720,0.408706119,36.91358025,0,1,0,1,0,19,Female,Right,6.0,3.0,6.0,6.0,7.0,43.0
38,38,38,7,3,diff,120-080,A-M,videoStim/120-080_diff_A-M.mp4,57.77777778,62.5,64.12037037,12.68518519,4.650156478,6668,4.968691763,5,6395182,7609791,0.015958817,1214609,1214609,19202720,0.399488765,61.46604938,1,0,0,1,0,19,Female,Right,6.0,3.0,6.0,6.0,7.0,43.0
39,39,39,7,4,diff,120-120,M-A,videoStim/120-120_diff_M-A.mp4,53.42592593,56.57407407,44.67592593,0.0,4.329316436,6848,4.90439473,5,8112709,9340167,0.018075054,1227458,1227458,19202720,0.358467535,51.55864198,0,0,1,1,0,19,Female,Right,6.0,3.0,6.0,6.0,7.0,43.0
40,40,40,7,5,diff,120-113,J-M,videoStim/120-113_diff_J-M.mp4,37.68518519,26.38888889,21.99074074,46.2037037,4.390990467,6886,5.057020122,3,9847253,11070320,0.015709288,1223067,1223067,19202720,0.424671202,28.6882716,0,1,0,1,0,19,Female,Right,6.0,3.0,6.0,6.0,7.0,43.0
41,41,41,7,6,diff,120-080,A-J,videoStim/120-080_diff_A-J.mp4,69.81481481,70.64814815,69.44444444,12.31481481,4.554312637,6543,4.597860672,9,11596820,12801748,0.019532306,1204928,1204928,19202720,0.4001924,69.9691358,1,0,0,1,0,19,Female,Right,6.0,3.0,6.0,6.0,7.0,43.0
42,42,42,8,1,same,120-120,M-J,videoStim/120-120_same_M-J.mp4,69.44444444,18.51851852,97.68518519,23.33333333,4.574731086,6993,5.038763395,1,2003475,3230468,0.027716558,1226993,1226993,14414880,0.368067659,61.88271605,0,0,1,0,1,18,Female,Right,6.0,9.0,7.0,7.0,9.0,38.0
43,43,43,8,2,same,120-113,A-J,videoStim/120-113_same_A-J.mp4,62.40740741,19.72222222,19.21296296,35.92592593,4.657910054,6979,5.255894488,1,4398737,5620640,0.023766075,1221903,1221903,14414880,0.514598423,33.7808642,0,1,0,0,1,18,Female,Right,6.0,9.0,7.0,7.0,9.0,38.0
44,44,44,8,3,same,120-080,A-M,videoStim/120-080_same_A-M.mp4,56.75925926,25.74074074,17.82407407,43.7962963,4.358453092,6971,5.027982055,1,6587779,7806481,0.000964655,1218702,1218702,14414880,0.499548566,33.44135802,1,0,0,0,1,18,Female,Right,6.0,9.0,7.0,7.0,9.0,38.0
45,45,45,8,4,same,120-080,J-M,videoStim/120-080_same_J-M.mp4,60.0,22.31481481,18.75,39.53703704,4.020518626,7017,5.087263373,0,8533863,9745443,0.000448279,1211580,1211580,14414880,0.499659024,33.6882716,1,0,0,0,1,18,Female,Right,6.0,9.0,7.0,7.0,9.0,38.0
46,46,46,8,5,same,120-120,J-A,videoStim/120-120_same_J-A.mp4,61.2962963,30.27777778,19.90740741,31.57407407,4.007916792,6933,4.857970786,3,10356293,11575124,0.001181039,1218831,1218831,14414880,0.49732921,37.16049383,0,0,1,0,1,18,Female,Right,6.0,9.0,7.0,7.0,9.0,38.0
47,47,47,8,6,same,120-113,M-A,videoStim/120-113_same_M-A.mp4,55.74074074,13.24074074,17.82407407,40.18518519,4.338076494,6965,5.130267207,1,12124889,13347251,0.008914106,1222362,1222362,14414880,0.496353159,28.93518519,0,1,0,0,1,18,Female,Right,6.0,9.0,7.0,7.0,9.0,38.0
48,48,48,9,1,diff,120-120,A-M,videoStim/120-120_diff_A-M.mp4,48.05555556,22.59259259,6.018518519,32.40740741,4.951737861,3490,2.577509265,6,890674,2108009,0.000729352,1217335,1217335,16708704,0.497695632,25.55555556,0,0,1,1,0,18,Female,Right,4.0,8.0,5.0,5.0,8.0,48.0
49,49,49,9,2,diff,120-113,M-J,videoStim/120-113_diff_M-J.mp4,46.38888889,50.09259259,6.944444444,35.55555556,4.379944548,6723,5.124057307,4,2972591,4198153,0.001317639,1225562,1225562,16708704,0.516972575,34.47530864,0,1,0,1,0,18,Female,Right,4.0,8.0,5.0,5.0,8.0,48.0
50,50,50,9,3,diff,120-080,J-A,videoStim/120-080_diff_J-A.mp4,49.53703704,49.62962963,0.0,27.12962963,4.527856341,5834,4.257560425,3,4647050,5887706,0.001695737,1240656,1240656,16708704,0.497155815,33.05555556,1,0,0,1,0,18,Female,Right,4.0,8.0,5.0,5.0,8.0,48.0
51,51,51,9,4,diff,120-080,J-M,videoStim/120-080_diff_J-M.mp4,45.92592593,45.92592593,0.0,32.5,4.308789775,6625,4.547369712,11,6278574,7519575,0.000468426,1241001,1241001,16708704,0.498287675,30.61728395,1,0,0,1,0,18,Female,Right,4.0,8.0,5.0,5.0,8.0,48.0
52,52,52,9,5,diff,120-113,A-J,videoStim/120-113_diff_A-J.mp4,29.62962963,29.72222222,0.0,23.51851852,4.354793948,5858,4.23640085,9,7940222,9166193,0.00317208,1225971,1225971,16708704,0.513995113,19.78395062,0,1,0,1,0,18,Female,Right,4.0,8.0,5.0,5.0,8.0,48.0
53,53,53,9,6,diff,120-120,M-A,videoStim/120-120_diff_M-A.mp4,49.90740741,30.0,0.0,27.5,4.132543294,6641,4.691318872,9,9587842,10827739,0.000831491,1239897,1239897,16708704,0.498496864,26.63580247,0,0,1,1,0,18,Female,Right,4.0,8.0,5.0,5.0,8.0,48.0
54,54,54,10,1,same,120-120,J-M,videoStim/120-120_same_J-M.mp4,48.42592593,69.16666667,10.41666667,48.05555556,4.255079366,5758,4.077268614,19,2431565,3626379,0.027387771,1194814,1194814,14500544,0.306636087,42.66975309,0,0,1,0,1,18,Female,Right,6.0,7.0,7.0,3.0,3.0,45.0
55,55,55,10,2,same,120-113,J-A,videoStim/120-113_same_J-A.mp4,26.66666667,25.09259259,0.0,80.0,7.940373905,5858,4.296155812,15,4830279,6022211,0.029724514,1191932,1191932,14500544,0.307698346,17.25308642,0,1,0,0,1,18,Female,Right,6.0,7.0,7.0,3.0,3.0,45.0
56,56,56,10,3,same,120-080,A-J,videoStim/120-080_same_A-J.mp4,80.0,80.09259259,66.2037037,15.92592593,4.878683291,5886,4.444133187,15,6900948,8109034,0.030607357,1208086,1208086,14500544,0.384124393,75.43209877,1,0,0,0,1,18,Female,Right,6.0,7.0,7.0,3.0,3.0,45.0
57,57,57,10,4,same,120-113,A-M,videoStim/120-113_same_A-M.mp4,76.75925926,74.25925926,31.48148148,23.33333333,5.224700742,5791,4.419968775,17,8944322,10132891,0.021224068,1188569,1188569,14500544,0.413061224,60.83333333,0,1,0,0,1,18,Female,Right,6.0,7.0,7.0,3.0,3.0,45.0
58,58,58,10,5,same,120-120,M-J,videoStim/120-120_same_M-J.mp4,70.27777778,89.16666667,50.0,30.18518519,4.5675416,5643,4.218498434,25,10765771,11949282,0.037988828,1183511,1183511,14500544,0.356402928,69.81481481,0,0,1,0,1,18,Female,Right,6.0,7.0,7.0,3.0,3.0,45.0
59,59,59,10,6,same,120-080,M-A,videoStim/120-080_same_M-A.mp4,94.44444444,87.96296296,36.34259259,26.38888889,4.658755339,6020,4.362033561,19,12684456,13900348,0.032754776,1215892,1215892,14500544,0.34242085,72.91666667,1,0,0,0,1,18,Female,Right,6.0,7.0,7.0,3.0,3.0,45.0
60,60,60,11,1,diff,120-120,A-J,videoStim/120-120_diff_A-J.mp4,49.44444444,24.07407407,0.0,16.48148148,5.75862827,6922,5.186352298,3,2681124,3894684,0.009251837,1213560,1213560,16063488,0.46745435,24.50617284,0,0,1,1,0,19,Male,Right,5.0,4.0,8.0,6.0,2.0,50.0
61,61,61,11,2,diff,120-113,J-A,videoStim/120-113_diff_J-A.mp4,47.68518519,15.74074074,0.0,22.31481481,5.298584823,7017,5.18271585,1,4974391,6204143,0.000975806,1229752,1229752,16063488,0.500284477,21.14197531,0,1,0,1,0,19,Male,Right,5.0,4.0,8.0,6.0,2.0,50.0
62,62,62,11,3,diff,120-080,M-J,videoStim/120-080_diff_M-J.mp4,47.77777778,55.0,10.41666667,7.777777778,4.959688291,6956,5.164254381,3,6955191,8180718,0.003683219,1225527,1225527,16063488,0.489484937,37.73148148,1,0,0,1,0,19,Male,Right,5.0,4.0,8.0,6.0,2.0,50.0
63,63,63,11,4,diff,120-113,M-A,videoStim/120-113_diff_M-A.mp4,46.01851852,38.7962963,0.0,45.46296296,3.898951408,6885,4.995802537,4,8991166,10215978,0.010397295,1224812,1224812,16063488,0.451925564,28.27160494,0,1,0,1,0,19,Male,Right,5.0,4.0,8.0,6.0,2.0,50.0
64,64,64,11,5,diff,120-080,J-M,videoStim/120-080_diff_J-M.mp4,48.61111111,47.77777778,5.787037037,26.11111111,4.42932298,7015,4.852131318,1,11105849,12334657,0.005677615,1228808,1228808,16063488,0.476209242,34.05864198,1,0,0,1,0,19,Male,Right,5.0,4.0,8.0,6.0,2.0,50.0
65,65,65,11,6,diff,120-120,A-M,videoStim/120-120_diff_A-M.mp4,53.05555556,36.01851852,0.0,9.444444444,4.649649816,6950,4.902319777,2,13264624,14491659,0.006954053,1227035,1227035,16063488,0.497032543,29.69135802,0,0,1,1,0,19,Male,Right,5.0,4.0,8.0,6.0,2.0,50.0
66,66,66,12,1,same,120-080,J-A,videoStim/120-080_same_J-A.mp4,46.2962963,18.51851852,28.93518519,63.24074074,4.70782973,5718,4.10691963,11,1630966,2516512,0.002044317,885546,885546,12385920,0.499082063,31.25,1,0,0,0,1,31,Female,Right,7.0,9.0,3.0,7.0,6.0,41.0
67,67,67,12,2,same,120-120,A-M,videoStim/120-120_same_A-M.mp4,32.77777778,35.55555556,70.13888889,27.5,4.829656646,3956,2.729297321,14,3392406,4634276,0.001833404,1241870,1241870,12385920,0.499335538,46.15740741,0,0,1,0,1,31,Female,Right,7.0,9.0,3.0,7.0,6.0,41.0
68,68,68,12,3,same,120-113,M-J,videoStim/120-113_same_M-J.mp4,28.24074074,31.85185185,38.88888889,19.62962963,4.788605289,5857,4.261774633,26,5209566,6435486,0.004064891,1225920,1225920,12385920,0.515164288,32.99382716,0,1,0,0,1,31,Female,Right,7.0,9.0,3.0,7.0,6.0,41.0
69,69,69,12,4,same,120-120,M-A,videoStim/120-120_same_M-A.mp4,28.14814815,26.57407407,38.65740741,38.7037037,4.581697113,5957,4.333308345,22,6983388,8210443,0.00167017,1227055,1227055,12385920,0.497818467,31.12654321,0,0,1,0,1,31,Female,Right,7.0,9.0,3.0,7.0,6.0,41.0
70,70,70,12,5,same,120-080,J-M,videoStim/120-080_same_J-M.mp4,26.48148148,22.68518519,41.89814815,30.83333333,4.580066797,6158,4.551231796,12,8823747,10052246,0.001999292,1228499,1228499,12385920,0.498154027,30.35493827,1,0,0,0,1,31,Female,Right,7.0,9.0,3.0,7.0,6.0,41.0
71,71,71,12,6,same,120-113,A-J,videoStim/120-113_same_A-J.mp4,26.2037037,23.42592593,67.82407407,14.35185185,4.602430581,5701,4.069772366,18,10666180,11893221,0.002903006,1227041,1227041,12385920,0.505752726,39.15123457,0,1,0,0,1,31,Female,Right,7.0,9.0,3.0,7.0,6.0,41.0
72,72,72,13,1,diff,120-080,M-J,videoStim/120-080_diff_M-J.mp4,47.03703704,65.37037037,38.65740741,25.18518519,5.611065459,6966,4.893964062,2,1664486,2891756,0.004010761,1227270,1227270,14953344,0.489501747,50.35493827,1,0,0,1,0,20,Female,Right,6.0,9.0,8.0,8.0,9.0,33.0
73,73,73,13,2,diff,120-120,J-M,videoStim/120-120_diff_J-M.mp4,60.0,78.14814815,59.9537037,8.240740741,5.476228944,6975,5.219073141,3,3847419,5077701,0.016126699,1230282,1230282,14953344,0.446276202,66.03395062,0,0,1,1,0,20,Female,Right,6.0,9.0,8.0,8.0,9.0,33.0
74,74,74,13,3,diff,120-113,M-A,videoStim/120-113_diff_M-A.mp4,43.24074074,25.0,25.69444444,46.11111111,5.288165493,7022,5.009852406,1,5832005,7059317,0.000874886,1227312,1227312,14953344,0.499335538,31.3117284,0,1,0,1,0,20,Female,Right,6.0,9.0,8.0,8.0,9.0,33.0
75,75,75,13,4,diff,120-120,A-M,videoStim/120-120_diff_A-M.mp4,69.72222222,73.88888889,56.01851852,6.203703704,4.988192145,5417,3.764688118,5,7703765,8933156,0.020924989,1229391,1229391,14953344,0.419970361,66.54320988,0,0,1,1,0,20,Female,Right,6.0,9.0,8.0,8.0,9.0,33.0
76,76,76,13,5,diff,120-113,A-J,videoStim/120-113_diff_A-J.mp4,31.48148148,13.7962963,18.98148148,63.33333333,4.789509614,6635,4.779988125,5,9511390,10741957,0.016377365,1230567,1230567,14953344,0.445049131,21.41975309,0,1,0,1,0,20,Female,Right,6.0,9.0,8.0,8.0,9.0,33.0
77,77,77,13,6,diff,120-080,J-A,videoStim/120-080_diff_J-A.mp4,21.48148148,14.07407407,23.84259259,56.2962963,4.803928159,7014,5.056587689,2,11441207,12672452,0.014778021,1231245,1231245,14953344,0.452598788,19.79938272,1,0,0,1,0,20,Female,Right,6.0,9.0,8.0,8.0,9.0,33.0
78,78,78,14,1,same,120-080,A-J,videoStim/120-080_same_A-J.mp4,65.92592593,31.85185185,25.23148148,28.24074074,4.697042722,5456,4.026515791,45,12542108,12565515,,23407,23407,15997536,,41.00308642,1,0,0,0,1,18,Female,Right,10.0,4.0,7.0,9.0,4.0,58.0
79,79,79,14,2,same,120-120,M-A,videoStim/120-120_same_M-A.mp4,76.38888889,28.33333333,24.07407407,12.77777778,4.401033906,4510,3.160555761,50,12685705,12732463,0.001258055,46758,46758,15997536,0.503099017,42.93209877,0,0,1,0,1,18,Female,Right,10.0,4.0,7.0,9.0,4.0,58.0
80,80,80,14,3,same,120-113,M-J,videoStim/120-113_same_M-J.mp4,48.7962963,19.53703704,28.00925926,41.11111111,4.575040098,5296,3.788154035,41,12762899,12774557,,11658,11658,15997536,,32.11419753,0,1,0,0,1,18,Female,Right,10.0,4.0,7.0,9.0,4.0,58.0
81,81,81,14,4,same,120-080,J-A,videoStim/120-080_same_J-A.mp4,47.5,29.16666667,30.32407407,22.68518519,4.231498276,5330,3.88757368,44,12806962,12833433,,26471,26471,15997536,,35.66358025,1,0,0,0,1,18,Female,Right,10.0,4.0,7.0,9.0,4.0,58.0
82,82,82,14,5,same,120-120,J-M,videoStim/120-120_same_J-M.mp4,51.2962963,21.01851852,32.17592593,17.03703704,4.340115013,4747,3.39287436,52,13716699,14072611,0.000903864,355912,355912,15997536,0.498503401,34.83024691,0,0,1,0,1,18,Female,Right,10.0,4.0,7.0,9.0,4.0,58.0
83,83,83,14,6,same,120-113,A-M,videoStim/120-113_same_A-M.mp4,53.7037037,26.57407407,30.55555556,24.35185185,4.449883288,4219,2.988963113,38,14113410,14655171,0.000624954,541761,541761,15997536,0.501452212,36.94444444,0,1,0,0,1,18,Female,Right,10.0,4.0,7.0,9.0,4.0,58.0
84,84,84,15,1,diff,120-080,A-M,videoStim/120-080_diff_A-M.mp4,58.14814815,67.68518519,93.28703704,28.51851852,4.668322214,6966,5.207607825,2,0,0,,0,0,0,,73.04012346,1,0,0,1,0,18,Male,Right,4.0,6.0,9.0,5.0,5.0,34.0
85,85,85,15,2,diff,120-120,J-M,videoStim/120-120_diff_J-M.mp4,82.77777778,92.12962963,100.0,2.5,4.909273285,6856,4.910917704,6,0,0,,0,0,0,,91.63580247,0,0,1,1,0,18,Male,Right,4.0,6.0,9.0,5.0,5.0,34.0
86,86,86,15,3,diff,120-113,M-A,videoStim/120-113_diff_M-A.mp4,49.72222222,28.88888889,25.0,82.5,6.07748357,6914,4.812435746,3,0,0,,0,0,0,,34.53703704,0,1,0,1,0,18,Male,Right,4.0,6.0,9.0,5.0,5.0,34.0
